nid,vid,title
993503,994150,"residueIE filter test 2"
993507,994154,"Testing Puzzle"
993509,994156,"GTPase Ras"
993514,994161,"HIV protease"
993550,994197,"Sepsis Test 2"
993554,994201,"631: Electron Density Puzzle 10"
993559,994206,"632: 30 Residue Symmetric Tetramer Freestyle"
993564,994211,"test for non 23 csv"
993568,994215,"633: Return of the Tissue Regeneration Design Puzzle"
993569,994216,"633 (<15): Return of the Tissue Regeneration Design Puzzle"
993570,994217,"633 (<150): Return of the Tissue Regeneration Design Puzzle"
993578,994225,"Freestyle Design 80"
993581,994228,"Beginner Alignment Puzzle"
993583,994230,"Beginner Alignment Puzzle"
993584,994231,"Moloney Murine Leukaemia Virus Matrix Protein "
993599,994246,"Freestyle Design 40"
993615,994262,"635: De-novo Freestyle 15"
993618,994265,"Beginner Alignment Puzzle"
993620,994267,"Freestyle Design 20"
993621,994268,"Beginner Puzzle: Platypus Venom"
993622,994269,"Beginner Puzzle (<15): Platypus Venom"
993623,994270,"Beginner Puzzle (<150): Platypus Venom"
993624,994271,"636: 40 Residue Symmetric Dimer of Dimers Freestyle"
993653,994300,"Kinect Test Puzzle"
993654,994301,"637: De-novo Freestyle 16"
993657,994304,"638: 40 Residue Symmetric Tetramer Freestyle"
993658,994305,"BETA: Symmetric Hub Test"
993662,994309,"Freestyle Design 80"
993666,994313,"Freestyle Design: Variable Length"
993668,994315,"Freestyle Design: Variable Length"
993669,994316,"ResidueIE Filter Final Test"
993674,994321,"Freestyle Design 80"
993682,994329,"Flu Puzzle Competition"
993684,994331,"Cancer Puzzle"
993686,994333,"Malaria Puzzle"
993688,994335,"Flu Puzzle"
993692,994339,"HIV protease"
993694,994341,"Freestyle Design 20"
993696,994343,"Freestyle Design 40"
993698,994345,"Freestyle Design 20"
993707,994354,"Freestyle Design 20"
993710,994357,"639: De-novo Freestyle 17"
993714,994361,"641: CASP ROLL Target R0020"
993718,994365,"640: Frizzled Design Puzzle"
993719,994366,"640 (<15): Frizzled Design Puzzle"
993720,994367,"640 (<150): Frizzled Design Puzzle"
993726,994373,"Multi-Start Bacteroides Vulgatus Contest"
993728,994375,"Multi-Start Bacteroides Vulgatus Puzzle for Contest Template"
993729,994376,"Server models for T0743 Contest"
993731,994378,"Server models for T0743 for Contest Template"
993733,994380,"Freestyle Design: Variable Length"
993735,994382,"Multi-Start Bacteroides Vulgatus Contest"
993736,994383,"Server models for T0743 Contest"
993737,994384,"Multi-Start Bacteroides Vulgatus Contest"
993739,994386,"Server models for T0743 Contest"
993745,994392,"Multi-Start Bacteroides Vulgatus Contest"
993747,994394,"Server models for T0743 Contest"
993748,994395,"643: CASP ROLL Target R0021"
993751,994398,"HIV protease"
993752,994399,"642: CASP ROLL Target R0022"
993773,994420,"645: CASP ROLL Target R0023"
993779,994426,"644: Photo-Electric Hydrogenase Catalyst 1"
993795,994444,"Freestyle Design 500"
993796,994445,"Evolver Only Test"
993797,994446,"Frizzled Design Puzzle Contest"
993798,994447,"GUI Scripting Only Test"
993800,994449,"646: Server models for R0020"
993803,994452,"Frizzled Design Puzzle Contest"
993806,994455,"647: Electron Density for CASP10 Target T0691"
993807,994456,"648: Server models for R0021"
993810,994459,"Freestyle Design 40"
993816,994465,"Freestyle Design 40"
993829,994478,"Beginner Puzzle: Headpiece Domain of Chicken Villin"
993830,994479,"Beginner Puzzle (<15): Headpiece Domain of Chicken Villin"
993831,994480,"Beginner Puzzle (<150): Headpiece Domain of Chicken Villin"
993839,994488,"649: Server models for R0022"
993841,994490,"Test Symmetry Puzzle"
993847,994496,"650: Server models for R0023"
993850,994499,"Freestyle Design: Variable Length"
993852,994501,"Test Symmetry Layer Puzzle"
993860,994509,"Freestyle Design 20"
993861,994510,"651: Electron Density for CASP10 Target T0691 Round 2"
993872,994521,"652: 40 Residue Symmetry Dimer Retry"
993877,994526,"Freestyle Design 40"
993878,994527,"653: CASP ROLL Target R0025"
993884,994533,"Beginner Alignment Puzzle"
993890,994539,"Server models for T0743 Contest"
993896,994545,"Beginner Puzzle: Turkey Egg Lysozyme"
993897,994546,"Beginner Puzzle (<15): Turkey Egg Lysozyme"
993898,994547,"Beginner Puzzle (<150): Turkey Egg Lysozyme"
993902,994551,"Freestyle Design 40"
993907,994556,"Freestyle Design 80"
993908,994557,"654: Server models for R0025"
993912,994561,"Freestyle Design 500"
993922,994571,"Freestyle Design 40"
993927,994576,"Freestyle Design 40"
993932,994581,"Testing Puzzle"
993934,994583,"Testing Puzzle"
993935,994584,"655: Blind Electron Density 2"
993938,994587,"656: 40 Residue Symmetric Trimer Retry"
993941,994590,"GTPase Ras"
993949,994598,"Frizzled Design Puzzle Contest"
993951,994600,"Frizzled Design Puzzle Contest"
993953,994602,"Frizzled Design Puzzle Contest"
993955,994604,"Freestyle Design 80"
993958,994607,"GTPase Ras"
993961,994610,"Freestyle Design 40"
993977,994626,"657: Blind Electron Density 3"
993986,994635,"Beginner Alignment Puzzle"
993991,994640,"658: Revisiting Puzzle 53"
993992,994641,"Beginner Puzzle (<150): Killer Toxin"
993994,994643,"Beginner Puzzle (<15): Killer Toxin"
993995,994644,"Beginner Puzzle: Killer Toxin"
993996,994645,"658 (<15): Revisiting Puzzle 53"
993997,994646,"658 (<150): Revisiting Puzzle 53"
994012,994661,"Frizzled Design Puzzle Contest"
994014,994663,"Freestyle Design: Variable Length"
994016,994665,"Freestyle Design 80"
994018,994667,"Freestyle Design 80"
994023,994672,"HIV protease"
994025,994674,"HIV protease"
994027,994676,"Frizzled Design Puzzle Contest"
994034,994684,"659: Re-Return of the Tissue Regeneration Design Puzzle"
994035,994685,"659 (<15): Re-Return of the Tissue Regeneration Design Puzzle"
994036,994686,"659 (<150): Re-Return of the Tissue Regeneration Design Puzzle"
994040,994690,"HIV protease"
994044,994694,"GTPase Ras"
994049,994699,"Contest Template Test"
994053,994703,"Freestyle Design 40"
994055,994705,"Freestyle Design: Variable Length"
994057,994707,"Freestyle Design 500"
994059,994709,"Freestyle Design: Variable Length"
994061,994711,"Freestyle Design 500"
994063,994713,"Freestyle Design: Variable Length"
994065,994715,"Freestyle Design 500"
994067,994717,"660: Return of the Multi-Start Pseudomonas Aeruginosa"
994068,994718,"660 (<15): Return of the Multi-Start Pseudomonas Aeruginosa"
994069,994719,"660 (<150): Return of the Multi-Start Pseudomonas Aeruginosa"
994074,994724,"Freestyle Design: Variable Length"
994110,994760,"Beginner Alignment Puzzle"
994134,994784,"BETA Dimer Hub Test"
994136,994786,"Freestyle Design 40"
994137,994787,"Freestyle Design 80"
994138,994788,"Freestyle Design 40"
994140,994790,"GTPase Ras"
994160,994810,"Beginner Puzzle: Platypus Venom"
994161,994811,"Beginner Puzzle (<15): Platypus Venom"
994162,994812,"Beginner Puzzle (<150): Platypus Venom"
994167,994817,"661: Malaria Puzzle"
994168,994818,"661 (<15): Malaria Puzzle"
994169,994819,"661 (<150): Malaria Puzzle"
994177,994828,"Moloney Murine Leukaemia Virus Matrix Protein "
994179,994830,"Freestyle Design: Variable Length"
994181,994832,"Blind Electron Density 4"
994182,994833,"663: Blind Electron Density 5"
994187,994838,"Freestyle Design 500"
994189,994840,"Freestyle Design: Variable Length"
994192,994843,"662: Blind Electron Density 4"
994197,994848,"Freestyle Design: Variable Length"
994202,994853,"GTPase Ras"
994204,994855,"Freestyle Design 40"
994220,994871,"HIV protease"
994222,994873,"HIV protease"
994226,994877,"664: Unlocked Frizzled Design Puzzle"
994227,994878,"664 (<15): Unlocked Frizzled Design Puzzle"
994228,994879,"664 (<150): Unlocked Frizzled Design Puzzle"
994238,994891,"665: Solo Hand-Folding Diversification Puzzle"
994252,994905,"HIV protease"
994258,994911,"666: Blind Electron Density 6"
994262,994915,"Freestyle Design: Variable Length"
994264,994917,"HIV protease"
994272,994945,"TEST: 30 Residue symmetry with Layer Score Filter"
994279,994952,"Freestyle Design 40"
994280,994953,"Freestyle Design 80"
994281,994954,"Freestyle Design 40"
994282,994955,"Freestyle Design 80"
994283,994956,"Freestyle Design 80"
994285,994958,"667: Return of the Multi-Start Bacteroides Vulgatus Puzzle"
994292,994966,"668: Puzzle 665 Open Phase"
994294,994968,"668: Puzzle 665 Open Phase"
994302,994976,"670: 30 Residue Symmetric Dimer of Dimers Freestyle Retry"
994303,994977,"BETA: Symmetry with LayerScore Filter Test"
994314,994988,"Freestyle Design 80"
994320,994994,"669: De-novo Freestyle 18"
994323,994997,"Testing Puzzle"
994325,994999,"HIV protease"
994341,995026,"CASP training puzzle"
994365,995051,"Freestyle Design 500"
994366,995052,"Freestyle Design 20"
994368,995054,"671: De-novo Freestyle 19"
994389,995075,"Beginner Puzzle: Potato Multicystatin"
994390,995076,"Beginner Puzzle (<15): Potato Multicystatin"
994391,995077,"Beginner Puzzle (<150): Potato Multicystatin"
994395,995081,"Freestyle Design 500"
994401,995087,"Freestyle Design: Variable Length"
994403,995089,"Frizzled Design Puzzle Contest"
994405,995091,"CASP9 target Design?"
994407,995093,"CASP training puzzle"
994409,995095,"Server models for T0743 Contest"
994418,995104,"672: Starting Asymmetry"
994427,995113,"Freestyle Design 20"
994435,995121,"Freestyle Design 80"
994450,995136,"TEST Dimer Hub"
994451,995137,"673: CASP ROLL Target R0026 - Snake Adenovirus"
994456,995142,"674: CASP ROLL Target R0027 - Turkey Adenovirus"
994460,995146,"Freestyle Design 40"
994472,995158,"675: Hydrogen-producing Catalyst Dimer (DEPRECATED)"
994485,995171,"HIV protease"
994487,995173,"Freestyle Design 80"
994490,995176,"675: Hydrogen-producing Catalyst Dimer (Fixed)"
994497,995183,"GTPase Ras"
994499,995185,"Freestyle Design 500"
994501,995187,"Freestyle Design: Variable Length"
994503,995189,"Frizzled Design Puzzle Contest"
994515,995206,"677: CASP ROLL Target R0026 with symmetry"
994521,995214,"676: 76 Residue Monomer Freestyle"
994522,995215,"676 (<15): 76 Residue Monomer Freestyle"
994523,995216,"676 (<150): 76 Residue Monomer Freestyle"
994526,995219,"Contest Template Test"
994529,995222,"Freestyle Design 80"
994531,995224,"CASP9 Target 611 residue protein"
994534,995227,"678: Large CASP ROLL Target R0027 with symmetry"
994536,995229,"Freestyle Design 500"
994538,995231,"Freestyle Design 500"
994540,995233,"SEAL MYOGLOBIN"
994543,995236,"Freestyle Design 40"
994546,995239,"679: De-novo Freestyle 20"
994551,995244,"679b: De-novo Freestyle 20 "
994556,995249,"Freestyle Design: Variable Length"
994557,995250,"Freestyle Design 500"
994559,995252,"Beginner Puzzle: Headpiece Domain of Chicken Villin"
994561,995254,"Frizzled Design Puzzle Contest"
994562,995255,"Freestyle Design 40"
994564,995257,"Beginner Alignment Puzzle"
994570,995263,"Sepsis Testing"
994574,995267,"Beginner Puzzle: Streptococcal Protein"
994575,995268,"Beginner Puzzle (<15): Streptococcal Protein"
994576,995269,"Beginner Puzzle (<150): Streptococcal Protein"
994585,995278,"Beginner Alignment Puzzle"
994588,995281,"Freestyle Design: Variable Length"
994590,995283,"SEAL MYOGLOBIN"
994591,995284,"680: Solo Hand-Folding Sepsis Puzzle"
994599,995292,"681: Blind Electron Density Puzzle 5 Round 2!"
994605,995298,"SEAL MYOGLOBIN"
994608,995301,"Freestyle Design 80"
994611,995304,"Freestyle Design 40"
994613,995306,"Freestyle Design 80"
994625,995320,"682: 40 Residue Symmetric Trimer"
994628,995323,"683: CASP10 Target T0709 Repost"
994638,995333,"Freestyle Design 500"
994642,995337,"Freestyle Design: Variable Length"
994649,995344,"HIV protease"
994653,995348,"HIV protease"
994675,995370,"Freestyle Design 40"
994679,995375,"Freestyle Design: Variable Length"
994682,995378,"Contest Template Test"
994686,995382,"684: Sepsis Puzzle 680 Open Phase"
994702,995398,"685: Hand-Folding Refinement of Puzzle 671"
994703,995399,"685 (<15): Hand-Folding Refinement of Puzzle 671"
994704,995400,"685 (<150): Hand-Folding Refinement of Puzzle 671"
994708,995404,"Invalid Score Test"
994710,995406,"686: De-novo Freestyle 21"
994719,995415,"Freestyle Design: Variable Length"
994721,995417,"Freestyle Design: Variable Length"
994727,995423,"687: 76 Residue Monomer Repost"
994729,995425,"BETA Catalyst Hbond Test"
994732,995428,"Freestyle Design 40"
994733,995429,"Freestyle Design 500"
994734,995430,"Freestyle Design 80"
994742,995438,"Freestyle Design 80"
994747,995443,"CASP training puzzle"
994749,995445,"Freestyle Design 40"
994752,995448,"Freestyle Design 40"
994755,995451,"HIV protease"
994757,995453,"HIV protease"
994761,995457,"688: (Old) H-Bonding the Hydrogen-producing Catalyst Dimer"
994763,995459,"Freestyle Design 500"
994769,995465,"688b: H-Bonding the Hydrogen-producing Catalyst Dimer "
994778,995474,"689: (Old) Hand-Folding CASP10 T0711 Repost"
994780,995476,"Freestyle Design: Variable Length"
994782,995478,"689b: Hand-Folding CASP10 T0711 Repost"
994784,995480,"Freestyle Design 500"
994787,995483,"690: 76 Residue Dimer"
994788,995484,"691: 60 Residue Tetramer"
994792,995488,"Frizzled Design Puzzle Contest"
994796,995492,"Freestyle Design 40"
994801,995497,"692: (Old) Refinement of Puzzle 671 Open Phase"
994802,995498,"692 (<15): (Old) Refinement of Puzzle 671 Open Phase"
994803,995499,"692 (<150): (Old) Refinement of Puzzle 671 Open Phase"
994806,995502,"692b: Refinement of Puzzle 671 Open Phase"
994807,995503,"692b (<15): Refinement of Puzzle 671 Open Phase"
994808,995504,"692b (<150): Refinement of Puzzle 671 Open Phase"
994814,995510,"Freestyle Design 80"
994815,995511,"Freestyle Design: Variable Length"
994825,995521,"Freestyle Design 80"
994827,995523,"Beginner Alignment Puzzle"
994835,995531,"Freestyle Design 80"
994836,995532,"Beginner Puzzle: Headpiece Domain of Chicken Villin"
994837,995533,"Beginner Puzzle (<15): Headpiece Domain of Chicken Villin"
994838,995534,"Beginner Puzzle (<150): Headpiece Domain of Chicken Villin"
994845,995541,"693: Hand-Folding De-novo Freestyle 22"
994848,995544,"694: CASP T0711 Disulfide Repost Round 2"
994850,995546,"Freestyle Design 40"
994852,995548,"Freestyle Design 40"
994855,995551,"Beginner Alignment Puzzle"
994857,995553,"HIV protease"
994871,995567,"695: 70 Residue Trimer [deprecated]"
994875,995571,"HIV protease"
994883,995579,"BETA 60res trimer design test (695) envsmooth=0.5"
994884,995580,"BETA 60res trimer design test (695) envsmooth=1.2"
994885,995581,"BETA 60res trimer design test (695) envsmooth=2.0"
994886,995582,"BETA 60res trimer design test (695) score13"
994891,995587,"696: Revisiting Puzzle 481"
994903,995599,"697: Second Hand-Folding Sepsis Puzzle"
994905,995601,"698: Human cancer protein interaction network target"
994906,995602,"698 (<15): Human cancer protein interaction network target"
994907,995603,"698 (<150): Human cancer protein interaction network target"
994908,995604,"Centroid Test"
994918,995614,"CASP9 target Design?"
994920,995616,"Freestyle Design 40"
994923,995619,"Knotfind Test"
994928,995624,"699: De-novo Freestyle 22 Round 2"
994938,995634,"Freestyle Design: Variable Length"
994942,995638,"Freestyle Design: Variable Length"
994943,995639,"700: Revisiting Puzzle 52 (Bacteria Energy)"
994953,995649,"Freestyle Design 40"
994956,995652,"BETA Centroid Test"
994958,995654,"Freestyle Design 80"
994976,995672,"702: Second Sepsis Puzzle Round 2"
994977,995673,"701: Revisiting CASP ROLL Target R0005"
994978,995674,"703: De-novo Freestyle 23: Hand-folding Round"
994987,995684,"Freestyle Design 80"
994993,995690,"Freestyle Design: Variable Length"
994995,995692,"Freestyle Design: Variable Length"
994999,995696,"Freestyle Design 40"
995001,995698,"Freestyle Design 20"
995003,995700,"Freestyle Design 20"
995004,995701,"704: Revisiting Puzzle 54 (Human Fyn 2)"
995005,995702,"Beginner Puzzle: Turkey Egg Lysozyme"
995006,995703,"Beginner Puzzle (<15): Turkey Egg Lysozyme"
995007,995704,"Beginner Puzzle (<150): Turkey Egg Lysozyme"
995014,995712,"706: De-novo Freestyle 23 Round 2"
995023,995721,"Freestyle Design 500"
995031,995729,"GTPase Ras"
995036,995734,"Freestyle Design 80"
995049,995747,"705: Centroid QTTN: Hand-folding Round"
995053,995751,"BETA 60res trimer"
995058,995756,"707: Revisiting Puzzle 58 (Insulin Mutant)"
995062,995760,"Freestyle Design 500"
995064,995762,"Freestyle Design: Variable Length"
995073,995772,"708: Multi-Start 76 Residue Symmetric Dimer"
995078,995779,"Freestyle Design 80"
995086,995787,"709: De-novo Freestyle 24: Hand-folding Round"
995100,995801,"Freestyle Design 500"
995101,995803,"710: 5-year-anniversary puzzle: 2008"
995102,995804,"711: 5-year-anniversary puzzle: 2009"
995103,995805,"712: 5-year-anniversary puzzle: 2010 "
995107,995809,"713: 5-year-anniversary puzzle: 2011"
995108,995810,"714: 5-year-anniversary puzzle: 2012"
995126,995829,"Beginner Alignment Puzzle"
995129,995832,"Freestyle Design 20"
995131,995834,"715: De-novo Freestyle 24: Round 2"
995134,995837,"GTPase Ras"
995138,995841,"GTPase Ras"
995145,995848,"HIV protease"
995154,995857,test
995156,995859,"Freestyle Design 80"
995158,995861,"Freestyle Design: Variable Length"
995159,995862,"Please BETA-TEST: Flu Puzzle Core Redesign with Conditions"
995165,995868,"716: Two chains of Insulin Mutant"
995166,995869,"716 (<15): Two chains of Insulin Mutant"
995167,995870,"716 (<150): Two chains of Insulin Mutant"
995168,995871,"Beginner Puzzle: Killer Toxin"
995169,995872,"Beginner Puzzle (<15): Killer Toxin"
995170,995873,"Beginner Puzzle (<150): Killer Toxin"
995174,995877,"Freestyle Design 80"
995186,995889,"717: CASP ROLL Target R0034"
995193,995896,"718: Hand-Folding Flu Puzzle: Design the Core"
995206,995909,"BETA 76 Residue Dimer Design Test A (708)"
995207,995910,"BETA 76 Residue Dimer Design Test B (708)"
995224,995928,"719: Two chains of Insulin Mutant Repost"
995225,995929,"719 (<15): Two chains of Insulin Mutant Repost"
995226,995930,"719 (<150): Two chains of Insulin Mutant Repost"
995232,995938,"720: Quick Puzzle: 76 Residue Dimer"
995235,995942,"721: Solo Hand-Folding Sepsis Puzzle 3"
995253,995960,"722: Design the Core Round 2"
995257,995964,"BETA: does this ED puzzle crash your computer?"
995260,995967,"723: Server models for R0034"
995268,995975,"724: Blind Electron Density Puzzle 7"
995273,995980,"Freestyle Design 80"
995275,995982,"Freestyle Design: Variable Length"
995277,995984,"Freestyle Design: Variable Length"
995281,995988,"725: Quick 60 Residue Tetramer Redesign"
995282,995989,"726: Revisiting Puzzle 62 (Halorhodopsin)"
995283,995990,"726 (<15): Revisiting Puzzle 62 (Halorhodopsin)"
995284,995991,"726 (<150): Revisiting Puzzle 62 (Halorhodopsin)"
995288,995995,"Freestyle Design: Variable Length"
995292,995999," BETA 725 Wiggle Debugging "
995294,996001,"727: Third Sepsis Puzzle: Round 2"
995305,996014,"CASP training puzzle"
995306,996015,"728: De-novo Freestyle 25: Hand-folding Round"
995313,996022,"Freestyle Design 40"
995315,996024,"729: Revisiting Puzzle 59: TCR Binding Protein"
995317,996026,"Freestyle Design 80"
995321,996030,"BETA 725 Wiggle Debugging Round 2: Test"
995322,996031,"BETA 725 Wiggle Debugging Round 2: Control"
995323,996032,"729 (<15): Revisiting Puzzle 59: TCR Binding Protein"
995324,996033,"729 (<150): Revisiting Puzzle 59: TCR Binding Protein"
995325,996034,"BETA 725 Wiggle Debugging Round 2: Test"
995326,996035,"BETA 725 Wiggle Debugging Round 2: Control"
995328,996037,"730: Blind Electron Density Puzzle 8"
995342,996051,"731: Unsolved Chicken Anemia Virus Protein (CLOSED and reposted as 731b)"
995347,996056,"732: Quick De-novo Freestyle 25: Round 2"
995364,996073,"HIV protease"
995366,996075,"733: Revisiting Puzzle 60: Beta Barrel (CLOSED and reposted as 733b)"
995369,996078,"731b: Unsolved Chicken Anemia Virus Protein"
995373,996082,"GTPase Ras"
995376,996085,"734: Player-Solution Loop Redesign"
995378,996087,"Beginner Puzzle: Mini Arabidopsis Multi-Start Puzzle"
995379,996088,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
995381,996090,"733b: Revisiting Puzzle 60: Beta Barrel"
995386,996095,"Freestyle Design 500"
995393,996102,"735: Player-Solution Loop Redesign: Round 2"
995398,996108,"737: Unsolved Salmonella Bacteriophage: Freestyle Hand-folding Round"
995399,996109,"736: Revisiting Puzzle 63: Spinach Protein"
995406,996118,"Freestyle Design: Variable Length"
995409,996121,"Freestyle Design: Variable Length"
995410,996122,"Freestyle Design 500"
995412,996131,"Beginner Puzzle: Easy Mini Freestyle"
995413,996132,"Beginner Puzzle (<150): Easy Mini Freestyle"
995414,996133,"BETA Tetramer Design with Wiggle Fix"
995421,996140,"SEAL MYOGLOBIN"
995428,996147,"Freestyle Design: Variable Length"
995443,996162,"738: De-novo Freestyle 26: Hand-folding Round"
995445,996164,"739: Revisiting Puzzle 64: Thioredoxin"
995448,996168,"740: Unsolved Salmonella Bacteriophage: Freestyle Round 2"
995452,996172,"Beginner Alignment Puzzle"
995458,996178,"741 (OLD): Blind Electron Density 9; Now with Templates!"
995463,996183,"Freestyle Design 40"
995465,996185,"HIV protease"
995470,996190,"741b: Blind Electron Density 9; Now with Templates!"
995475,996196,"Freestyle Design: Variable Length"
995477,996198,"Server models for T0743 Contest"
995479,996201,"742: 65 Residue Trimer Design"
995483,996205,"743: De-novo Freestyle 26: Round 2"
995487,996209,"Nanog Contest Puzzle"
995494,996216,"Freestyle Design: Variable Length"
995495,996217,"744: Revisiting Puzzle 65: Short Puzzle"
995501,996223,"Freestyle Design 500"
995502,996224,"BETA: CASP Recipe Experiment"
995508,996230,"Beginner Puzzle: Parabacteroides Distasonis"
995509,996231,"Beginner Puzzle (<150): Parabacteroides Distasonis"
995513,996235,"Beginner Alignment Puzzle"
995517,996239,"Freestyle Design 40"
995522,996244,"Beginner Alignment Puzzle"
995524,996246,"Freestyle Design 20"
995529,996251,"HIV protease"
995531,996253,"SEAL MYOGLOBIN"
995533,996255,"SEAL MYOGLOBIN"
995536,996258,"745: Quick Thioredoxin Repost"
995542,996264,"Moloney Murine Leukaemia Virus Matrix Protein "
995546,996268,"Freestyle Design 80"
995550,996272,"746: R0034 with Electron Density: Round 1"
995553,996275,"Freestyle Design: Variable Length"
995554,996276,"Freestyle Design 500"
995555,996277,"Freestyle Design: Variable Length"
995562,996284,"747: Revisiting Puzzle 66: Cytochrome"
995566,996288,"748: CASP ROLL R0039: Hand-folding Round"
995573,996295,"HIV protease"
995575,996297,"Freestyle Design 500"
995577,996299,"Freestyle Design: Variable Length"
995578,996300,"Beginner Puzzle: Staphylococcus Aureus Electron Density"
995579,996301,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
995584,996306,"Freestyle Design 40"
995586,996308,"HIV protease"
995587,996309,"BETA: 65 Residue Trimer Repost: Sticky Wiggle Be Gone!"
995592,996314,"749: Unsolved Salmonella Bacteriophage: Server Starts"
995605,996327,"750: R0034 with Electron Density: Round 2"
995608,996330,"HIV protease"
995612,996334,"751: Revisiting Puzzle 67: Integrase"
995616,996338,"752: CASP ROLL R0039: Round 2 with Templates"
995617,996339,"755: Server Models for R0039"
995622,996344,"753: 91 Residue Dimer Design"
995631,996353,"Testing Puzzle"
995634,996356,"Freestyle Design 20"
995637,996359,"Beginner Puzzle: Docking Design"
995638,996360,"Beginner Puzzle (<150): Docking Design"
995644,996366,"754: Revisiting Puzzle 68: Bos taurus"
995646,996368,"Beginner Puzzle: Symmetry Design"
995647,996369,"Beginner Puzzle (<150): Symmetry Design"
995652,996374,"Freestyle Design: Variable Length"
995657,996382,"756: Unsolved Salmonella Bacteriophage: Cryo-electron microscopy"
995662,996387,"757: De-novo Freestyle 27: Hand-folding Round"
995675,996400,"Testing Puzzle"
995679,996407,"TEST Contact Map Prediction (extended chain)"
995680,996408,"TEST Contact Map Prediction (native)"
995683,996411,"758: Revisiting Puzzle 69: Scorpion Toxin"
995691,996419,"759: Large CASP ROLL R0040"
995698,996426,"Beginner Puzzle: Mini Arabidopsis Multi-Start Puzzle"
995699,996427,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
995701,996429,TEST
995708,996436,"Moloney Murine Leukaemia Virus Matrix Protein "
995716,996444,"760: De-novo Freestyle 27: Round 2"
995718,996446,"Centroid: Hopefully fixed edition!"
995727,996455,"761: Revisiting Puzzle 70: Nucleosome Protein"
995729,996457,"762: Quick Revisiting of Puzzle 69: Scorpion Toxin"
995734,996462,"763: Server Models for R0040"
995740,996468,"Beginner Puzzle: Easy Mini Freestyle"
995741,996469,"Beginner Puzzle (<150): Easy Mini Freestyle"
995751,996479,"764: 45 Residue Pentamer Design"
995753,996481,"Freestyle Design 500"
995754,996482,"Freestyle Design 100"
995755,996483,"Freestyle Design 150"
995756,996484,"Freestyle Design 200"
995757,996485,"Freestyle Symmetric Design: 40 Dimer OLD"
995758,996486,"Freestyle Symmetric Design: 40 Trimer OLD"
995759,996487,"Freestyle Symmetric Design: 80 Dimer OLD"
995760,996488,"Freestyle Symmetric Design: 80 Trimer OLD"
995762,996490,"Freestyle Symmetric Design: 40 Dimer"
995768,996496,"Frizzled Design Puzzle Contest"
995771,996499,"HIV protease"
995773,996501,"HIV protease"
995777,996505,"765: Unsolved Salmonella Bacteriophage: Cryo-electron Density with Alignments"
995781,996509,"Freestyle Design 150"
995787,996515,"Freestyle Symmetric Design: 40 Trimer"
995795,996523,"766: Revisiting Puzzle 71: Crystallin"
995798,996526,"Freestyle Design 200"
995801,996529,"Freestyle Symmetric Design: 40 Dimer"
995805,996533,"767: De-novo Freestyle 28: Hand-folding Round"
995820,996548,"Beginner Puzzle (<150): Parabacteroides Distasonis"
995825,996553,"768: Revisiting Puzzle 72: Glycolysis"
995829,996557,"Freestyle Design 40"
995831,996559,"CASP9 Target 611 residue protein"
995833,996561,"CASP9 Target 611 residue protein"
995835,996563,"769: Quick Loop Redesign"
995838,996566,"770: Revisiting Puzzle 73: Polycystein"
995843,996571,"GTPase Ras"
995844,996572,"771: De-novo Freestyle 28: Round 2"
995846,996574,"Freestyle Design 500"
995848,996576,"Freestyle Design: Variable Length"
995850,996578,"Freestyle Design: Variable Length"
995858,996586,"Freestyle Symmetric Design: 80 Trimer"
995859,996587,"HIV protease"
995864,996592,"772: Unsolved Salmonella Bacteriophage: Cryo-electron Density with Alignments: Round 2"
995866,996594,"HIV protease"
995868,996596,"Freestyle Design: Variable Length"
995873,996601,"Freestyle Symmetric Design: 80 Dimer"
995874,996602,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
995875,996603,"773: De-novo Freestyle 29: Hand-folding Round"
995877,996605,"774: Revisiting Puzzle 74: Platypus Venom"
995879,996607,"Freestyle Design 20"
995881,996609,"Freestyle Design 40"
995888,996616,"775: Player-Solution Redesign: Negative Design"
995891,996619,"HIV protease"
995904,996632,"776: De-novo Freestyle 29: Round 2"
995907,996635,"777: Revisiting Puzzle 75: Antifreeze Protein"
995908,996636,"Beginner Puzzle (<150): Docking Design"
995911,996639,"778: 58 Residue D2 Tetramer Design"
995915,996643,"HIV protease"
995917,996645,"Freestyle Design 80"
995920,996648,"HIV protease"
995921,996649,"GTPase Ras"
995922,996650,"BETA Predicted Contacts"
995924,996652,"Freestyle Design 150"
995931,996659,"Freestyle Design 80"
995932,996660,"779: Unsolved Salmonella Bacteriophage: Trimmed Cryo-electron Density"
995934,996662,"Freestyle Design 20"
995936,996664,"Freestyle Design 40"
995940,996668,"Freestyle Design 80"
995947,996675,"780: De-novo Freestyle 29 with Alignments"
995957,996685,"781: Revisiting Puzzle 76: Plant Seed Protein"
995960,996688,"BETA 300 Residue Centroid Test"
995961,996689,"BETA 300 Residue Full-atom Test"
995968,996696,"Beginner Puzzle (<150): Symmetry Design"
995972,996700,"782: De-novo Freestyle 30: Hand-folding Round"
995976,996704,"CASP9 Target 611 residue protein"
995978,996706,"784: De-Novo Freestyle 31 with Predicted Contacts"
